id,age_years,primary_language,scenario_type,description,reasoning_process,peer_dynamics,cultural_tension,outcome,emotional_growth,location,symbolic_logic,wisdom_gained,neural_embedding,recorded_at
mostlye1-97ca-47ae-bcf2-2c8c85a10731,13,Swahili,academic,"A, ",adolescence,age_gained,S_gaineder-.,"Arw si thee;,1 mo.",creativity,wisdom ,location,peer,emotional,2024-03-07 22:32:00
mostly40-818e-4a33-8f22-82667e3b6ece,19,Shona,identity,D,", ",: ,", ",2024,independence,", ",symbolicscenarioe,recordeddynamics,scenario_gained,2024-06-29 15:41:00
mostly8d-dc45-4cf4-be95-de7dd954ddcb,14,Swahili,ethical,primary_language,: ,symbolic ,", ",} ,empathy,2025_process,: ,reasoning_gainede,M,2025-05-18 05:50:00
mostly40-2e65-42c0-9de5-1823a068330a,16,Amharic,social,ageemotionals_language in: ,age_at,scenario,ethical_tension,description,leadership,"P in, and to.",: ,} ,: ,2024-07-21 14:05:00
mostlyd6-4613-45a2-9574-5fdbb07800ed,13,Shona,creative,She ,description,A,scenario_embedding,",_process",creativity,wisdom,neural_embedding,description,,2025-04-05 11:32:00
mostly46-8e88-496d-a1d6-c74a65b45413,17,Amharic,cultural,",{ ",location,age_type,},wisdomlanguage_,integrity,",0, ",He {,outcome,: 16,2024-04-23 14:42:00
mostly15-c08e-4700-ba88-d720fc9e2e1f,18,Hausa,identity,symbolic,neural_years,peer_growth,age_type,age_gained,creativity,}}}3.,outcome,The_years,Thedynamics,2024-03-06 19:25:00
mostlyf8-0d47-41ad-b624-08be2ec5d5a2,14,Amharic,entrepreneurial,age_years,Sl,outcome,,scenario_dynamics,independence,symbolic_tension,"culturale, {",ethical1_type,scenario_type,2025-08-27 19:26:00
mostly3a-5e18-445f-aee6-e53927ffd113,15,Igbo,creative,emotional,,symbolic_type,recorded_logic,D,creativity,description,: {,", ",recorded00,2024-11-08 14:34:00
mostlycf-b173-4b8b-b4b2-d9c465c24d74,15,Shona,cultural,C_tension,_language,cultural_years,cultural0-T11.,A-_growth,integrity,", ",neural_type,location,:scenario ,2024-09-17 01:56:00
mostlyc6-3d8d-472d-b204-169858d192a0,15,Hausa,innovation,wisdom,Su toencar at bpit c for.,description,adolescence_,,critical_thinking,adolescence{1.,"symbolic, ",emotionalage_tension,_process,2024-06-03 21:59:00
mostly49-214a-448d-913d-07a5de5a2612,15,Swahili,ethical,", ",cultural_languageseon and htsg.,He;.,}age_ ,adolescence,integrity,emotional_type,", ",peer},"age_type ai;;tse aiar, for,: fing.",2024-06-14 12:38:00
mostly43-b707-49c2-8bb9-8ec1e3e4ca91,16,Hausa,identity,: ,symbolic_years,"Aa aite, w:00eses, ",age_type,D,creativity,symbolice inpato.,: ,outcome,description,2025-03-28 12:26:00
mostly43-9a3c-4682-a7bb-f01736bfe573,18,Amharic,innovation,Cagewedal aly schoolaleer der toted;rt andere .,A ,A- and ,}_: ,description,integrity,recorded,B0_s,primary_language,"--0.,0.",2025-09-21 20:16:00
mostlye6-c999-4860-bd50-1e0d206aa6fb,15,Yoruba,creative,",",A,scenario_,}_type,E1onr a.,creativity,,1,A{_at,", ",2024-07-10 17:59:00
mostlyad-7331-4fd0-b0d1-c7947444d948,15,Swahili,identity,Mnoer b ,", ",,1_gained,Friends_logic,empathy,}_-0000,: ,recorded_type,locationgainedlogic,2024-08-06 12:56:00
mostly6d-3994-42e0-95aa-a8af178bd231,19,Oromo,ethical,C,He_yearslogic,: ,: ,,resilience,primary_language,"-60.28305,,0.3809.05,-0.07,48.405,0.-136.",,S_language,2024-03-08 12:03:00
mostlydc-7a67-4ceb-8b61-3b3a6d6c0f41,16,Amharic,entrepreneurial,wisdom_type,S,recordedemotional,"2024-,1,-0.390.27T,0.6",A:an ,leadership,outcome,A ,Pan and theing andrts.,"2025, ",2024-03-24 10:22:00
mostlyd6-a83d-4ed0-9884-3b2516ac3641,19,Oromo,cultural,wisdom_1,: ,: ,If to lsyed a st c.,,creativity,", ",outcome,recorded ,wisdom,2024-04-20 22:32:00
mostly43-ae70-4974-995b-661f7e97a7aa,18,Swahili,innovation,symbolicew and a b.,H,00.06 ,", ",--0.,leadership,}- ,leadership,P,_growth: ,2025-04-02 13:52:00
mostlyd7-e8ed-4bc1-acfe-b02c891e14d7,15,Shona,academic,2025,leadership,emotional_embedding,description,R {,resilience,outcome,", ",emotional_growth,emotional} {,2024-05-07 19:53:00
mostly53-49a0-444d-a687-d2d8651cd524,18,Yoruba,identity,recorded_dynamics,peer {,If,---.038,S_,creativity,location,symbolic_logic,The0,: ,2025-03-05 01:03:00
mostlydb-3670-4b95-8ae9-84bfd6c3a86a,16,Yoruba,creative,primary_gained,"He, ",Hausal,2024_at,description,creativity, ,description,", ",symbolic_gainedal,2024-03-21 17:38:00
mostly50-eb23-402d-9f58-cd6b26583c19,13,Amharic,identity,"-0.23.36,","symbolic-tei a with cg,er: {",cultural_years,", ","Aeso, Nigeriaa",creativity,reasoning_type,}_logic,location,scenario_gained,2025-05-18 11:39:00
mostly17-e778-4928-8832-0d54b279b0a7,19,Swahili,ethical,", ",: ,", ",A ,_process,integrity,"}, ",adolescence,"2024, ",", ",2025-06-24 11:22:00
mostly6e-b3f8-49de-b6fa-add7ed1ccdd3,15,Hausa,academic,"Sheuts-uc p a and,0 and and.,.",wisdom ,cultural__gained,emotionalyears: ,0,critical_thinking,2024 ,recorded_language,B,"He1, s mer c a b forar; for.",2025-01-11 05:49:00
mostlyd5-e662-43ef-968a-05e3a74e073a,19,Shona,cultural,: ,", ",description,", ",adolescence,empathy,adolescence_language,primary,", ","} {A, ",2024-10-16 01:26:00
mostly80-1a06-4ca3-a0d3-a5c2d44fc232,13,Swahili,identity,2024,,descriptionattype,D,primary_process,creativity,"2024--T06, -0.032,1.51802-98,0.111.7280.848, ",,emotional_gained,primary,2024-07-28 22:54:00
mostly21-bd97-4364-bb16-5dba006e4513,19,Hausa,ethical,B,", ",:,primary_embedding,", ",critical_thinking,{,: ,emotional_process,:_-0.,2024-09-13 22:23:00
mostlyd2-27ee-42de-8c42-fabe3085576b,14,Amharic,entrepreneurial,", ",Some_type,R_typetension,: ,",_language",resilience,,A_embedding,outcome,Aesing and ,2025-01-28 23:18:00
mostlyef-05e8-44f7-b6e6-2c28a29c77aa,17,Swahili,ethical,description,", growthemotional_ ",A ,A ,:,empathy,outcome,"scenarior and it;serso, aarlar ",He,peer,2025-03-04 20:42:00
mostlyac-fa88-4dfd-b965-b12299dde6f0,16,Yoruba,ethical,neuralsymbolic,", ",B.,: ,,empathy,2024,peer_type,location,", ",2024-02-17 10:21:00
mostlyf8-f7a4-41b2-bd55-8829c07c4d32,19,Yoruba,academic,"reasoning-1eingent..84,- {",recorded_type,C,neuraltype,location,resilience,A.,neural_type,location,A,2024-07-11 15:33:00
mostly8d-c8d1-461c-8c8f-f4993fb6edf1,19,Amharic,social,leadership ,scenario_logic,If_typeprocess,{,Sheers,empathy,"She, ",neural_type.,Amedl,Friends_type,2024-04-20 07:47:00
mostlyc2-9311-4493-a593-a12253ac9991,16,Zulu,identity,", ",A,independence,symbolic_growthar: and in panedo aesu war ing in-ly.,scenario_gained,resilience,description,peer_,A,"P;, school",2025-07-23 14:42:00
mostlyc2-29be-4c1a-a2be-42b45833743c,14,Amharic,ethical,: ,: ,age_logic0 s p,reasoning_process,", ",integrity,adolescence,,location,age_tension,2025-01-10 09:32:00
mostly1e-5671-48ce-8cee-89455d1dea8b,13,Hausa,creative,age ,: ,", ",reasoning_tension,outcome ,independence,peer_ ,primarye,2025_language,adolescence,2025-04-09 09:23:00
mostlyf8-08d6-49ee-b788-5e1f8490453a,19,Oromo,innovation,,primary_embedding,S_tension,", {",}1 ,leadership,He,: , ,location,2025-01-06 23:22:00
mostly2d-b296-4223-b6b7-9d7a434f19c3,14,Yoruba,academic,adolescence,peer_dynamics,"recorded1, ",: ,wisdom_,creativity,: 19 p_tension,,description: ,emotional_embedding,2025-09-30 21:39:00
mostly02-9df8-41a9-828c-1bff878667b2,18,Swahili,ethical,", ",A,"Akate and; aessales, ",S,peer__gained,empathy,_,", ",wisdom,emotional_years,2024-06-04 02:23:00
mostlyc8-32c9-49a5-a321-a9310a695f19,18,Zulu,innovation,"Some-,-..",peer,: ,R,scenario_type,leadership,leadership-, ,:00,"-7,0.03,-0..",2024-03-05 02:12:00
mostly9d-8a1e-422f-866d-38991bda795a,18,Hausa,social,", ",: ,A{_type,",_language",A 1,integrity,C,: {,emotional_gained,adolescence,2025-02-19 08:58:00
mostly46-a1d4-4b89-9120-cb1383405047,15,Hausa,cultural,0. ,} ,0,", ","A in pl_dynamicsler p pts,i_",resilience,"-8,1..",He_tension,descriptionlanguage: fors andt in; andicalesue andfalit.,age C,2024-11-26 21:19:00
mostly0d-3647-49c1-8721-b676c616f7b7,18,Amharic,identity,recorded_type,cultural_type,2024,recordede,reasoning_embedding,creativity,", ",", Nigeria; inn a, {",scenario_typen,"recordedyears, ",2025-03-11 16:18:00
mostly97-3dd3-4aa1-a522-1a21f8208b97,14,Shona,entrepreneurial,"If,1 a_eralingets;es",wisdom_at{,Sheeron ftps: ,reasoning_tension,"A} a for p ct m;or aor m and b st aar;,o: ",critical_thinking,: ,}},emotional,emotional_growth,2024-11-29 20:05:00
mostly32-235c-40d5-a782-96b56d1df4a3,16,Igbo,innovation,neural_,: ,description_logic,"emotionalage;a, ",: ,empathy, },: ,emotional_:,", ",2024-02-24 19:12:00
mostlya0-8fac-41b4-a6f2-2d33a8818b8b,15,Swahili,innovation,primary_years,outcome,Mates st les cts p theoeses w the with,P_dynamics,neural_dynamics,critical_thinking,", ",", ","recorded,- ",cultural_,2025-03-22 13:19:00
mostly37-a423-462c-b933-38d69d52f769,18,Zulu,entrepreneurial,peer_logic,recorded_,wisdom_gainedlanguage,Ai am serat: s b,_embedding,leadership,wisdom_tension,recorded,"recordeds lesedor c and bar;t diaranara, andg s withes foro lyed for and a for ent.",emotional_process,2024-12-08 18:19:00
mostlye3-5c71-4a1a-9d64-5a70e3fdfc14,14,Shona,academic,", ",He,: {,: {,,independence,symbolic0.,primary,He,reasoning_language,2025-01-21 19:36:00
mostlyb3-f26b-44f8-a8da-603b55e8caac,13,Shona,academic,,__,neural,location,", ",critical_thinking,", ",}.,primary_process,He_,2025-09-19 00:45:00
mostly0a-cec5-4bd9-b3f5-2d925a807c43,19,Igbo,innovation,_,She_tension,",_er",",00",emotional,empathy,peer_type,},location inTel sel;t on school.,Sheieseritaresly andly; lad sing for witht ands p inoal and l aing.c,2025-02-18 16:55:00
mostly81-82a3-4070-88de-6e631a1f0b88,17,Yoruba,identity,"emotional_,growth0.092,-1.8,},0.6,-0.12.3,",P_years,"Har,ed d c;ita andpt",} ,symbolic_language,resilience,"emotional, ",symbolic_at,"If0 fesliten doinges to tos,t and, a;ansing",neural-_gainedat-T.,2024-11-11 12:06:00
mostly79-b4f8-441c-af3d-0de2ab9ac7a2,18,Hausa,ethical,adolescence,He.,Mernnterrar.,", ",primary_embedding,integrity,A {_process,description,adolescence_tension,- ,2025-05-23 00:48:00
mostly7b-7b98-46d6-9a06-d3d0b5d8d007,13,Zulu,identity,", ",: ,"Htype, ",A-T,location,independence,adolescence,", ",}}},location,2024-11-04 03:09:00
mostly0d-3075-40e1-92ea-38b725d1caa7,18,Yoruba,cultural,neural_logic,}03{00,outcome,age0 to theal c;ing;ye and caoes andyalingent a., ,leadership,"C, ","-0T92270, ",He,"locationl tosa f,0.{",2025-07-18 04:10:00
mostly59-9c34-48cb-a6c1-1dc80ed5ae6b,18,Swahili,identity,", ",symbolic_type,age_tension,location,", ",creativity,symbolic_dynamics,,age_gained,: ,2025-08-08 22:36:00
mostly4f-90f2-4dfa-a69e-89a9bbca5720,19,Oromo,innovation,wisdom_at,A {,"S in,-0.",B ,age_language,critical_thinking,", ",outcome,", ",primary_ {,2025-04-09 22:18:00
mostly30-5e14-41a4-971d-b1d18da3934a,19,Igbo,social,",-0.",peer_growth,C,: ,O_,empathy,S_tension,O,"A,at:00growth",emotional_language a,2025-04-09 19:38:00
mostlyfa-9e6d-48a5-9cf4-857514b261e0,19,Swahili,ethical,: ,description,scenario_logic,"wisdom_–process, ",She,integrity,P_embedding,", ",reasoning_years,scenario_embedding,2025-06-19 01:20:00
mostly0f-5d59-4705-8a36-025144f3f2bc,14,Hausa,identity,scenario_ ,: 16 a,primary_,age_tension: ,: ,independence,leadership,A ,", ",emotional,2025-04-05 20:01:00
mostly93-bb5d-4cf5-b2a7-7f089b40e3e1,17,Yoruba,innovation,peer.,He med; –s in b.,A .,",",", ",critical_thinking,: ,description_,neural_type,recorded_gained,2024-03-09 07:31:00
mostly74-9921-43ca-b607-62df478c7ce0,14,Shona,social,recorded_at,peer_gained,location,"-0.7,-03.",Hene.,creativity,", ",wisdom_process,H ,description,2024-11-05 01:45:00
mostlya9-b00c-4740-8451-cbeacaa27f7f,13,Swahili,cultural,2024_,cultural_tensionyears,emotional_growth,{,Friends}al ,creativity,symbolic,: ,recorded_growth,", ",2024-09-17 17:58:00
mostlyb8-dc58-4a10-8378-ddb7dbcf3247,17,Zulu,ethical,location,emotional_,recorded ,", ",C_tension,leadership,age_process,emotional ,Dlanguagearer; a withly,Af s with d..,2025-09-30 21:39:00
mostly14-f912-4f6a-9149-de619fd93562,19,Hausa,entrepreneurial,2024_,"}-0.6,-0,0.06,-1.",reasoning ,age_logic,age_logic,independence,If{,symbolic_gained,M,wisdom_,2024-05-22 15:31:00
mostlyda-abde-4479-b69c-c50f97f7f73c,19,Oromo,innovation,: ,", ",",scenario_",The: ,: ,critical_thinking,", ",neural__,If- and.,primary_logic,2025-07-30 20:41:00
mostlya0-c109-488c-88db-d5eaef882421,13,Hausa,creative,peer_growth,", ",cultural_tension,location,"-05,1.",creativity,2024 ,Thet and s,", ",emotional_tension,2025-08-18 10:48:00
mostlyb5-53de-4823-af9c-56291ca9b673,17,Oromo,academic,scenario_years,"2024s, ",: ,primary,recorded_type1,critical_thinking,", ","-A0.2723,-0.0456,80.978728121441,-0.63290.011,-T,-2,0.5872333,-0.56-0.133,499,0.80.","He,-0 ",outcome,2025-09-30 21:39:00
mostly39-6096-4f5c-81e8-f8030c4fec92,17,Zulu,ethical,P_ ,"D_1dynamics,, ",cultural_at,2024language,Hea ,independence,He{,Some,O,A,2025-05-17 09:15:00
mostly6f-847e-45b0-b00c-93a56ff85601,18,Yoruba,social,"Heer, a_",", ",,wisdom,}Amendtcmen and for ses st and in.,leadership,}}} dynamics9type ,}_,symbolic_language,recorded_embeddinger ined to paat to,2024-05-25 02:41:00
mostly3f-8ce3-42a0-a131-3c2d9a42da22,14,Oromo,cultural,: 16}}: ,", ",symbolic_growth,", ",", ",creativity,age,,_language,A ,2025-07-24 23:14:00
mostly39-2ecc-4c1a-b546-21ec162975e5,16,Yoruba,identity,", ",neural,"}, ",A in a a der schoolseseroaner-.,Hausagrowth,resilience,", ",A,{,description,2025-05-31 21:31:00
mostly56-4b70-43f2-809d-0e5a7f800718,16,Amharic,social,,: ,wisdom- ,neural__,description,integrity,: {,R ,A-022- and.-02019-.,In,2025-03-21 09:45:00
mostly0f-e0e5-4ea7-9d46-50055dbee320,13,Shona,identity,: ,outcome,recorded_embedding, ,"She, ",independence,", ",", recordedscenarioh",scenario_ a,M_typeat:00,2024-04-10 14:42:00
mostly60-e275-4235-be81-1b6b2a5ae2fa,17,Hausa,identity,age ,: ,empathy,wisdom,", ",resilience,neural_C,C{,", ",outcome,2024-07-22 18:14:00
mostly86-0615-47cf-83c1-60cc9474115b,15,Zulu,identity,: ,M,H,ethical,"0.56,-1.13122-29,0.-05-06404,-0.0070.,13T41,0.1.716,1,0.73,-0-9-.045,- and.,0.",creativity,", arA d ",scenario_gained,integrity_dynamics,"primary,0.",2025-09-30 21:39:00
mostly72-c63e-45a2-ad88-f60131201197,16,Yoruba,entrepreneurial,primary_language,Htypee ,outcome,",_process","-, ",integrity,"2025-05.33s.,0.609,0..0582348 ",", ","--0.04,-0.240202,-0604.29031.",He,2024-03-11 02:46:00
mostly89-a151-4f1e-a5a0-e6013cba7995,18,Swahili,academic,description,} ,:embedding,: {,", South ",creativity,outcome_ing,recorded_type,", ",reasoning_embedding,2025-09-11 02:38:00
mostly89-0279-493e-9c68-8cfeffeb5acd,17,Zulu,innovation,0 ,scenario_process,", ",", ",location,leadership,_,cultural}_embedding,,peer_gained,2025-01-05 08:42:00
mostlyad-25ce-4a50-b943-c30fff5103c6,18,Zulu,ethical,D1.,", ",A_gained,,}2024{,leadership,recorded,neural_process,"2024, ",A,2025-02-24 13:23:00
mostly1d-41da-4623-b933-fb47a6b903c2,17,Yoruba,social,2024,", ",ethical,1sed,scenario_gained,resilience,", ",recorded ,reasoning,scenario ,2025-04-19 02:18:00
mostly75-7b59-47e2-a971-b88b6d44c72f,15,Hausa,identity,primary_dynamics,age_language,}00agel,,neural_-,creativity,,A_,S,She-0.,2025-09-30 21:39:00
mostly48-20f4-4f23-bbf9-d496e9e79e6f,14,Shona,ethical,", ",B ined a,symbolicing a bier and it inad,C-,", andar ",independence, ,symbolic,R a age .,: ,2025-09-30 21:39:00
mostly69-f9cc-40b8-8969-56c4b71168f9,14,Yoruba,identity,", ",",",P_tension,"2025,_at",O_at,resilience,emotionalyears,scenario_,: ,:logic,2025-02-27 20:17:00
mostly87-f449-4299-a8dd-09e780d28094,15,Oromo,cultural,{,: ,:,_,"--281.49,512}ing0.}",independence,peer_years,", {",peer_tension,Friends_at,2024-07-16 12:59:00
mostly85-f0db-41fe-aa26-2095753e4a18,16,Yoruba,academic,symbolic_language,wisdom},Friends_n,", ",wisdom_years,resilience,_gained,", ","Sgrowthe, Nigeriaal school-.",He:,2024-05-10 10:01:00
mostly17-bdb3-499f-b464-15dfe60c891b,16,Yoruba,identity,adolescence,: ,Dembeddingyears inearingingly for;alping f.,cultural__tension,", ",integrity,", ",independence,peer_type,recorded_embedding,2024-02-28 22:02:00
mostly48-64b7-4840-9734-594a2875b4ba,13,Igbo,innovation,",dynamics","emotional0.{-02,1.05",: ,outcome,cultural--T1,critical_thinking,: ,Heingitse.,", ",description,2025-02-09 12:32:00
mostly03-4019-4d9e-86cf-d6318fef1094,17,Swahili,identity,Pi.,", {",2024,emotional_-,neural_type,resilience,peer,",1.9",", ",}},2024-09-13 09:29:00
mostly1a-62d9-42cd-abf9-560be8cd0af8,16,Shona,entrepreneurial,outcome,"wisdom-051.7,T:,-0..,0.239,}-1.81,.",: ,", ",", ",leadership,cultural,"The student,",description,{,2024-03-15 07:08:00
mostly1a-084e-4f0b-8c39-d7be82263e57,14,Amharic,ethical,: ,primary ,S_type,emotional_growth,",.",integrity,"wisdom2024,01.",primary,adolescence,: ,2025-02-12 00:45:00
mostlyff-f3de-4172-aea3-4c1854cddd3b,19,Oromo,academic,If,He ,A inapaert c intscg.,age_Syears,", ",critical_thinking,description,emotional ,primary_type,Et ,2024-07-19 21:57:00
mostly37-e091-48c1-9631-472f2b9ba049,16,Swahili,creative,cultural_gaineds,-0.0223-0.,scenario,",  ",recorded_embedding,independence,peer_logic,",0.",symbolic_logic,adolescence,2025-06-23 18:07:00
mostlye4-5f61-44c2-8d17-31ab95ede26f,14,Zulu,innovation,", ",C,recorded_process,2024 {,B ,empathy,description,cultural_tension,"A1 a fored, to dres.",} She(,2024-03-23 07:16:00
mostly95-189c-4e36-9af1-02e9dd17315c,16,Swahili,innovation,description: ,M_gained ,P in ,In,neural_growth,leadership,M_at,recorded_at,-1.,D,2025-02-12 02:26:00
mostlyf4-de6d-4331-a1e8-441a16fc75ea,15,Hausa,academic,primary_gained,emotional_ d,wisdom_tension,wisdom_at,"Dtsls with, l; toe a h.",integrity,En toar theersn sts in c,P in in ,outcome,M_,2024-11-16 08:16:00
mostlyd1-92d6-47ab-96e0-6d9b0e27f0a3,14,Hausa,entrepreneurial,Friendslogic,outcome,", ",: ,"A, ",independence,", ",C,", ",neural ,2024-11-12 03:17:00
mostlyfb-70be-4394-b6f1-b09a5f4243f8,17,Swahili,academic,", ",wisdom_gained,B{--0.,Hausa,outcome,creativity,primary_language0,Eprocess,scenario_es,", ",2024-07-18 05:58:00
mostly28-acdb-4c5c-b503-7c92b8692ce6,16,Yoruba,social,O,scenario_embedding,emotional_type,wisdom_tension,He,integrity,,"A in,-.3",primaryage_languagec,"adolescencems,eor c toen itlinger andt theersy toleg the: a;",2025-06-20 09:11:00
mostly3e-5fd9-40d1-be68-f8b05971ec65,19,Yoruba,social, ,H,outcome,outcome,2024,empathy,description,recorded_process,Some,2024-0.909286-,2025-02-28 02:26:00
mostly3d-bbfb-485c-8677-870b36410e03,16,Zulu,cultural,peer_,", ",:00,", ",M}skaersk st; ar a lar,leadership,empathyes ,peer_years,: ,scenario_dynamics,2024-10-24 14:14:00
mostly82-e954-4426-9bdb-ef334e4c0fcf,13,Hausa,entrepreneurial,,reasoning_years,P_,symbolic_years, ,leadership,reasoning_dynamics,.,If_years,2024,2024-03-29 10:03:00
mostly12-e7e2-441c-847d-df1ada14e66f,14,Shona,ethical,outcome,scenario,2025_embedding,: ,", ",integrity,_dynamics,adolescence,", ",", ",2025-01-23 14:35:00
mostly1e-8ec1-4736-8e5d-b839a07172ce,13,Shona,creative,", ",Af,D} ,Het by s toed school s incedytscar.,", ",creativity,If,"-}0.,-0.70",description,", ",2025-02-28 20:32:00
mostly17-027b-4917-b806-dd9472ea0b49,16,Swahili,entrepreneurial,A,",: ",: ,cultural_tension,"symbolic,-0.9480.,070.3",integrity,age_type,outcome,outcome,A_years,2024-10-22 11:22:00
mostly38-6269-4c90-9fc7-f7a996648d9a,18,Yoruba,social,He,"}, ",descriptiontypear,", ",outcome,integrity,", ",recorded_growth,adolescence,: {,2024-06-26 16:53:00
mostly38-8537-402f-8410-270c8e165ea6,13,Oromo,cultural,Mlogic,adolescence,} ,wisdomoutcome,{,leadership,outcome,outcome,A.,adolescence,2024-03-10 11:03:00
mostly46-122b-464c-a4fc-5c570ce75f1f,15,Hausa,identity,neural_ ,location,independencedynamics,2024_,", {",independence,"A,1n.",: ,", ",scenario ,2025-03-17 11:38:00
mostly43-4a27-4d70-8429-672a88359e21,13,Oromo,entrepreneurial,"He, ",The,The,E_at,", ",resilience,", ","Amer fs-op.6 p, ","cultural_logic,",", ",2024-06-25 08:13:00
mostly35-e5ce-434c-92bd-a6d2c94c60d4,16,Yoruba,entrepreneurial,"neural-100dynamics m: feren andenit bes.c,0inge and dty as c in.",primary_gained,", ",recorded_at,If_process,leadership,- ,reasoning.,{,2024:} ,2024-02-24 18:28:00
mostly9f-fd29-40d4-b932-6c7b2543da48,15,Zulu,entrepreneurial,O ,: 18},reasoning_process,symbolices.,O{,independence,"In,000",description,-2: ,: ,2024-11-05 04:07:00
mostly4f-9ca3-4a38-9c3d-ba59fb5dbb08,19,Yoruba,entrepreneurial,C_type,: ,"He, ","D, South",recordeds{,independence,} {,description,}description ,"Sheembedding}c the:oeror b toe, ",2024-03-19 11:39:00
mostly00-f6f3-46fd-81f5-bba3279daf80,16,Yoruba,social,wisdom_process,wisdom_tension,A {,"A-0.9,,-0.287T1.8, ",", ",resilience,peer_,: ,peer,recorded-23l:108.,2024-08-31 17:31:00
mostlyea-3ee0-43fb-8726-049e0cf9ca64,15,Shona,creative,"A, ",recorded_,}{,"Otype, ",wisdom_,independence,2025,primary_dynamics,description,age_logic,2025-06-05 10:48:00
mostlyef-002b-45e1-918f-4b3b4d502f8a,18,Igbo,social,description,Ms,", ",},peer_type,empathy,scenario_logicds.,recorded_at,1-.,: ,2025-08-05 00:15:00
mostly50-72b4-411a-9d41-bc4c08c4fe92,15,Amharic,innovation,description,emotional: {,outcome,",scenario",A_tensionprocess,integrity,emotionalgainede ,: {,cultural_languagei: ,: ,2025-08-06 20:35:00
mostlyfc-815f-4109-9d05-1feeaf8bb09a,19,Oromo,academic,", ",", ",S_at,,Ce,resilience,", ",O ,,outcomees ,2024-07-28 12:21:00
mostly51-6079-4f0d-8ca9-752b2517e8e5,13,Oromo,identity,"peer, ",cultural,cultural_,primary_logic: {,,resilience,,"She0.,0.313,-0,.4839,0.09",Hausates.,", ",2024-04-24 16:26:00
mostlya2-e6e4-4553-8e51-0c889bb00b57,14,Swahili,entrepreneurial,", ",", ",emotional_growth,cultural_gained,", ",leadership,", {",A_language,: {,", ",2024-12-13 08:37:00
mostly46-68f0-4d2a-a32a-e1cf2d0cfae6,19,Hausa,social,: ,outcome,scenario_type,recorded,description,critical_thinking,adolescence,primary_gained,} {,"2025_gained-1, neural–h.",2024-04-21 14:05:00
